threads,core,cycles,mperf,aperf,core_voltage,execution_time
1,2,36412204.0,29055400.0,35787179.0,93,10.031213719
1,3,21009266.0,16772480.0,20471095.0,111,10.031213719
1,4,32507618.0,25993340.0,31969483.0,112,10.031213719
1,5,95996757.0,73183400.0,95380812.0,110,10.031213719
1,6,39958947.0,31899520.0,39422041.0,112,10.031213719
1,7,30097197.0,24265800.0,29490421.0,110,10.031213719
1,8,6555412.0,4751200.0,6155722.0,98,10.031213719
1,9,4176128.0,2806180.0,3908185.0,97,10.031213719
1,10,928991.0,634260.0,749761.0,94,10.031213719
1,11,909585.0,678320.0,736761.0,113,10.031213719
1,12,952213.0,705920.0,786024.0,114,10.031213719
1,13,22656248.0,15392500.0,22276155.0,113,10.031213719
1,14,18435119.0,12487660.0,17997303.0,113,10.031213719
1,15,14943464.0,10181520.0,14605354.0,113,10.031213719
1,16,15236447.0,11110760.0,14345681.0,98,10.031213719
1,17,7696597.0,5728980.0,7173136.0,98,10.031213719
1,18,6632790.0,4841160.0,6165912.0,113,10.031213719
1,19,28147036.0,20478100.0,27357949.0,112,10.031213719
1,20,135452972.0,98296760.0,132715303.0,114,10.031213719
1,21,7547089.0,5474060.0,7042239.0,112,10.031213719
1,22,5842461.0,4433500.0,5344514.0,113,10.031213719
1,23,66906971.0,48228300.0,66521124.0,112,10.031213719
1,24,983818.0,684320.0,813243.0,95,10.031213719
1,25,992287.0,705180.0,822437.0,92,10.031213719
1,26,1010721.0,702380.0,843197.0,92,10.031213719
1,27,943741.0,681360.0,761486.0,112,10.031213719
1,28,871926.0,648580.0,706207.0,113,10.031213719
1,29,817422.0,596920.0,651829.0,111,10.031213719
1,30,882900.0,650360.0,716793.0,111,10.031213719
1,31,856160.0,630940.0,691194.0,112,10.031213719
2,0,29856423011.0,19962791760.0,29856378480.0,96,10.031429780
2,1,29873058929.0,19962494360.0,29873010712.0,93,10.031429780
2,2,405306220.0,277285520.0,387018534.0,93,10.031429780
2,3,1209666.0,909660.0,1035896.0,111,10.031429780
2,4,1201298.0,940440.0,1018546.0,112,10.031429780
2,5,3642175.0,2555460.0,3438725.0,110,10.031429780
2,6,3003135.0,2227080.0,2675989.0,112,10.031429780
2,7,6534965.0,4810900.0,5980093.0,110,10.031429780
